------------------------------------
 Train MAE  Train Msg MAE  Train Belief MAE  Test MAE  Test Msg MAE  Test Belief MAE  Val MAE  Val Msg MAE  Val Belief MAE Epoch              Model
  0.006314       0.003811          0.002503  0.038377      0.022098         0.016279 0.036508     0.020262        0.016246   537        MPNN_2Layer
  0.006322       0.003819          0.002503  0.038474      0.022116         0.016357 0.036564     0.020296        0.016268   538        MPNN_2Layer
  0.006310       0.003814          0.002496  0.038704      0.022160         0.016544 0.036705     0.020355        0.016350   539        MPNN_2Layer
  0.006307       0.003815          0.002493  0.038892      0.022240         0.016652 0.036982     0.020425        0.016557   540        MPNN_2Layer
  0.006322       0.003814          0.002508  0.038881      0.022194         0.016687 0.036970     0.020414        0.016556   541        MPNN_2Layer
  0.006309       0.003812          0.002497  0.038805      0.022186         0.016620 0.036899     0.020411        0.016488   542        MPNN_2Layer
{"MPNN": [0.3394778227806091, 0.3242559045553207, 0.17311409294605254, 0.15102759957313538, 8.897229750951132], "MPNN_SenderAggr": [0.5622442555427551, 0.5523435735702514, 0.25520808815956114, 0.29709851384162905, 6.947420334815979], "MPNN_Structure2Vec": [0.17147155195474625, 0.16144547671079634, 0.10108078718185425, 0.05948843002319336, 3.8922593156496683], "MPNN_2Layer": [0.03616694090887904, 0.03816619612276554, 0.022087889909744262, 0.01589021421968937, 54.48908541599909]}
------------------------------------

With belief errors
------------------------------------
 Train MAE  Train Msg MAE  Train Belief MAE  Test MAE  Test Msg MAE  Test Belief MAE  Val MAE  Val Msg MAE  Val Belief MAE Epoch              Model
  0.514071       0.242489          0.271582  0.445481      0.222679         0.222802 0.456832     0.227927        0.228905     1 MPNN_Structure2Vec
  0.357623       0.187695          0.169927  0.310879      0.164229         0.146650 0.320501     0.170485        0.150016     2 MPNN_Structure2Vec
  0.279810       0.149656          0.130154  0.249181      0.137851         0.111330 0.259748     0.142757        0.116991     3 MPNN_Structure2Vec
  0.225590       0.128035          0.097554  0.213093      0.123325         0.089768 0.222993     0.128510        0.094483     4 MPNN_Structure2Vec
  0.190476       0.111710          0.078767  0.197681      0.115673         0.082009 0.206239     0.120797        0.085442     5 MPNN_Structure2Vec
  0.158717       0.093860          0.064857  0.204519      0.117218         0.087301 0.212224     0.122634        0.089590     6 MPNN_Structure2Vec
  0.128020       0.074446          0.053573  0.224366      0.135641         0.088725 0.230545     0.140035        0.090510     7 MPNN_Structure2Vec
  0.109992       0.064682          0.045311  0.210597      0.132109         0.078489 0.221189     0.136837        0.084351     8 MPNN_Structure2Vec
  0.099875       0.059447          0.040428  0.208756      0.126810         0.081946 0.216143     0.130559        0.085584     9 MPNN_Structure2Vec
  0.094746       0.056528          0.038219  0.217145      0.130577         0.086568 0.224315     0.134297        0.090018    10 MPNN_Structure2Vec
  0.091080       0.054306          0.036774  0.191607      0.115026         0.076581 0.197838     0.118770        0.079068    11 MPNN_Structure2Vec
  0.093817       0.053757          0.040060  0.194914      0.114328         0.080586 0.199809     0.117975        0.081834    12 MPNN_Structure2Vec
  0.086513       0.050571          0.035942  0.192608      0.118616         0.073992 0.204021     0.124499        0.079522    13 MPNN_Structure2Vec
  0.083247       0.049661          0.033586  0.188588      0.115033         0.073556 0.194730     0.119359        0.075370    14 MPNN_Structure2Vec
  0.082773       0.049420          0.033353  0.179199      0.110594         0.068606 0.184709     0.114202        0.070506    15 MPNN_Structure2Vec
  0.082739       0.048988          0.033751  0.192693      0.116119         0.076574 0.201992     0.120238        0.081754    16 MPNN_Structure2Vec
  0.080305       0.047467          0.032837  0.183521      0.110512         0.073008 0.190177     0.114700        0.075477    17 MPNN_Structure2Vec
  0.077928       0.046245          0.031683  0.185845      0.116494         0.069350 0.200268     0.123141        0.077127    18 MPNN_Structure2Vec
  0.077570       0.046147          0.031423  0.176733      0.112004         0.064729 0.190456     0.117450        0.073006    19 MPNN_Structure2Vec
  0.077417       0.045635          0.031781  0.186100      0.109411         0.076689 0.192414     0.113155        0.079259    20 MPNN_Structure2Vec
  0.076397       0.043988          0.032409  0.185597      0.111880         0.073717 0.197043     0.116625        0.080417    21 MPNN_Structure2Vec
  0.073340       0.043994          0.029346  0.176010      0.107617         0.068392 0.187898     0.112401        0.075496    22 MPNN_Structure2Vec
  0.070806       0.042489          0.028317  0.184075      0.113249         0.070827 0.198333     0.118060        0.080273    23 MPNN_Structure2Vec
  0.070932       0.042381          0.028551  0.175968      0.109686         0.066282 0.192394     0.116001        0.076394    24 MPNN_Structure2Vec
  0.072246       0.042492          0.029754  0.172760      0.104431         0.068329 0.181144     0.108060        0.073084    25 MPNN_Structure2Vec
  0.068275       0.041116          0.027158  0.174850      0.106279         0.068571 0.188074     0.111735        0.076339    26 MPNN_Structure2Vec
  0.066431       0.040291          0.026140  0.172624      0.106114         0.066510 0.182364     0.110734        0.071630    27 MPNN_Structure2Vec
  0.065527       0.039834          0.025694  0.174221      0.105708         0.068513 0.185582     0.110720        0.074862    28 MPNN_Structure2Vec
  0.067763       0.041102          0.026661  0.180601      0.106580         0.074020 0.187495     0.110072        0.077423    29 MPNN_Structure2Vec
  0.067239       0.041018          0.026221  0.166083      0.101998         0.064085 0.177778     0.106521        0.071257    30 MPNN_Structure2Vec
  0.064522       0.039535          0.024988  0.172703      0.104997         0.067706 0.187824     0.110857        0.076967    31 MPNN_Structure2Vec
  0.064220       0.039182          0.025038  0.173412      0.106013         0.067399 0.187137     0.111007        0.076130    32 MPNN_Structure2Vec
  0.062110       0.038276          0.023834  0.166667      0.102587         0.064080 0.175301     0.106585        0.068716    33 MPNN_Structure2Vec
  0.062254       0.038279          0.023975  0.167691      0.102631         0.065060 0.182316     0.107972        0.074344    34 MPNN_Structure2Vec
  0.064990       0.039713          0.025277  0.171669      0.103231         0.068438 0.186826     0.108776        0.078050    35 MPNN_Structure2Vec
  0.062968       0.038354          0.024614  0.168369      0.102109         0.066260 0.179605     0.107019        0.072586    36 MPNN_Structure2Vec
  0.060368       0.037380          0.022987  0.171431      0.104746         0.066685 0.184063     0.109733        0.074330    37 MPNN_Structure2Vec
  0.059778       0.036884          0.022894  0.167889      0.101780         0.066109 0.178058     0.106275        0.071782    38 MPNN_Structure2Vec
  0.059379       0.037137          0.022242  0.168404      0.103092         0.065312 0.184186     0.108814        0.075372    39 MPNN_Structure2Vec
  0.060155       0.037320          0.022835  0.171280      0.105407         0.065873 0.182546     0.109995        0.072550    40 MPNN_Structure2Vec
  0.060361       0.037017          0.023345  0.163843      0.101109         0.062733 0.176289     0.106073        0.070216    41 MPNN_Structure2Vec
  0.057904       0.036206          0.021698  0.166562      0.102070         0.064492 0.183014     0.108308        0.074706    42 MPNN_Structure2Vec
  0.057886       0.036148          0.021738  0.163701      0.100844         0.062857 0.177629     0.106377        0.071252    43 MPNN_Structure2Vec
  0.057205       0.035584          0.021620  0.169439      0.103876         0.065563 0.183190     0.109175        0.074015    44 MPNN_Structure2Vec
  0.056569       0.035420          0.021149  0.168709      0.104650         0.064059 0.181533     0.109762        0.071771    45 MPNN_Structure2Vec
  0.056310       0.035121          0.021189  0.161393      0.099598         0.061795 0.173121     0.104274        0.068847    46 MPNN_Structure2Vec
  0.056170       0.034961          0.021209  0.166549      0.101244         0.065305 0.177900     0.106059        0.071842    47 MPNN_Structure2Vec
  0.056351       0.035127          0.021225  0.161924      0.099882         0.062041 0.172923     0.104422        0.068501    48 MPNN_Structure2Vec
  0.056062       0.035092          0.020970  0.166836      0.102853         0.063984 0.178480     0.107640        0.070840    49 MPNN_Structure2Vec
  0.056433       0.035434          0.020999  0.165687      0.101480         0.064208 0.176964     0.106258        0.070706    50 MPNN_Structure2Vec
  0.055012       0.034700          0.020312  0.162103      0.099969         0.062135 0.172879     0.104740        0.068139    51 MPNN_Structure2Vec
  0.055286       0.034956          0.020329  0.162890      0.099930         0.062959 0.172919     0.104222        0.068697    52 MPNN_Structure2Vec
  0.053946       0.034216          0.019730  0.161883      0.099601         0.062282 0.172288     0.104197        0.068092    53 MPNN_Structure2Vec
  0.055332       0.034613          0.020718  0.161399      0.100154         0.061245 0.173635     0.105516        0.068119    54 MPNN_Structure2Vec
  0.055366       0.034830          0.020535  0.159663      0.098693         0.060970 0.170400     0.103334        0.067067    55 MPNN_Structure2Vec
